,CircleName,RegionName,DivisionName,OfficeName,Pincode,OfficeType,Delivery,District,StateName,Latitude,Longitude
934,Maharashtra Circle,Nagpur Region,Amaravati Division,Bhatkuli S.O,444602,PO,Non Delivery,AMRAVATI,MAHARASHTRA,20.907,77.6026
37630,Maharashtra Circle,Nagpur Region,Chandrapur Division,Subai B.O,442905,BO,Delivery,CHANDRAPUR,MAHARASHTRA,19.5733438,79.4422593
37631,Maharashtra Circle,Nagpur Region,Chandrapur Division,Tembhuwahi B.O,442905,BO,Delivery,CHANDRAPUR,MAHARASHTRA,19.6924335,79.3571161
37632,Maharashtra Circle,Nagpur Region,Chandrapur Division,Vihirgaon B.O,442905,BO,Delivery,CHANDRAPUR,MAHARASHTRA,19.7268087,79.453512
38709,Maharashtra Circle,Aurangabad Region,Osmanabad Division,Nilegaon B.O,413603,BO,Delivery,OSMANABAD,MAHARASHTRA,18.010041,76.0710641
38710,Maharashtra Circle,Aurangabad Region,Osmanabad Division,Omerga Chivari B.O,413603,BO,Delivery,OSMANABAD,MAHARASHTRA,18.010041,76.0710641
38711,Maharashtra Circle,Aurangabad Region,Osmanabad Division,Shahapur B.O,413603,BO,Delivery,OSMANABAD,MAHARASHTRA,18.010041,76.0710641
38712,Maharashtra Circle,Aurangabad Region,Osmanabad Division,Sukta B.O,413504,BO,Delivery,OSMANABAD,MAHARASHTRA,18.4495119,75.6758187
38713,Maharashtra Circle,Aurangabad Region,Osmanabad Division,Uloop B.O,413504,BO,Delivery,OSMANABAD,MAHARASHTRA,18.4495119,75.6758187
38714,Maharashtra Circle,Aurangabad Region,Osmanabad Division,Walwad B.O,413504,BO,Delivery,OSMANABAD,MAHARASHTRA,18.4495119,75.6758187
38715,Maharashtra Circle,Aurangabad Region,Osmanabad Division,Wanjarwadi B.O,413504,BO,Delivery,OSMANABAD,MAHARASHTRA,18.4495119,75.6758187
38716,Maharashtra Circle,Aurangabad Region,Osmanabad Division,Dhanuri B.O,413604,BO,Delivery,OSMANABAD,MAHARASHTRA,17.863953,76.478571
38717,Maharashtra Circle,Aurangabad Region,Osmanabad Division,Ekurga B.O,413604,BO,Delivery,OSMANABAD,MAHARASHTRA,17.863953,76.478571
38718,Maharashtra Circle,Aurangabad Region,Osmanabad Division,Jakekur B.O,413604,BO,Delivery,OSMANABAD,MAHARASHTRA,17.863953,76.478571
38719,Maharashtra Circle,Aurangabad Region,Osmanabad Division,Kaldeo Nimbala B.O,413604,BO,Delivery,OSMANABAD,MAHARASHTRA,17.863953,76.478571
38720,Maharashtra Circle,Pune Region,Satara Division,Ambale B.O,415014,BO,Delivery,SATARA,MAHARASHTRA,17.3770329,73.901252
38721,Maharashtra Circle,Pune Region,Satara Division,Avarde B.O,415014,BO,Delivery,SATARA,MAHARASHTRA,17.3770329,73.901252
38722,Maharashtra Circle,Pune Region,Satara Division,Bambawade B.O,415014,BO,Delivery,SATARA,MAHARASHTRA,17.3770359,73.901249
38723,Maharashtra Circle,Pune Region,Satara Division,Murud B.O,415014,BO,Delivery,SATARA,MAHARASHTRA,17.5344629,73.9069508
38724,Maharashtra Circle,Pune Region,Satara Division,Nune B.O,415014,BO,Delivery,SATARA,MAHARASHTRA,17.7228153,73.944428
38870,Maharashtra Circle,Pune Region,Satara Division,Pal B.O,415014,BO,Delivery,SATARA,MAHARASHTRA,17.48785,73.87102
39837,Maharashtra Circle,Nagpur Region,Chandrapur Division,Warud Road B.O,442905,BO,Delivery,CHANDRAPUR,MAHARASHTRA,19.7052545,79.3381065
39838,Maharashtra Circle,Nagpur Region,Chandrapur Division,Haramba B.O,441225,BO,Delivery,CHANDRAPUR,MAHARASHTRA,19.9687415,79.9220686
39860,Maharashtra Circle,Nagpur Region,Chandrapur Division,Vir R.S. B.O,442905,BO,Delivery,CHANDRAPUR,MAHARASHTRA,19.8245,79.62441
39861,Maharashtra Circle,Nagpur Region,Chandrapur Division,Keroda B.O,441225,BO,Delivery,CHANDRAPUR,MAHARASHTRA,20.0854018,79.0883932
39862,Maharashtra Circle,Nagpur Region,Chandrapur Division,Londholi B.O,441225,BO,Delivery,CHANDRAPUR,MAHARASHTRA,20.0618585,79.8839327
39863,Maharashtra Circle,Nagpur Region,Chandrapur Division,Pendhari Maktha B.O,441225,BO,Delivery,CHANDRAPUR,MAHARASHTRA,19.7705693,79.3493719
39864,Maharashtra Circle,Nagpur Region,Chandrapur Division,Rajgad B.O,441225,BO,Delivery,CHANDRAPUR,MAHARASHTRA,20.0262595,79.7455956
39865,Maharashtra Circle,Nagpur Region,Chandrapur Division,Vyahad BK B.O,441225,BO,Delivery,CHANDRAPUR,MAHARASHTRA,20.1047939,79.9332613
39866,Maharashtra Circle,Nagpur Region,Chandrapur Division,Amadi Beguide B.O,442906,BO,Delivery,CHANDRAPUR,MAHARASHTRA,20.736842,79.162986
39867,Maharashtra Circle,Nagpur Region,Chandrapur Division,Arjuni B.O,442906,BO,Delivery,CHANDRAPUR,MAHARASHTRA,20.3596983,79.2133922
39868,Maharashtra Circle,Nagpur Region,Chandrapur Division,Ashta B.O,442906,BO,Delivery,CHANDRAPUR,MAHARASHTRA,20.3122365,79.2303123
39869,Maharashtra Circle,Nagpur Region,Chandrapur Division,Belgaon B.O,442906,BO,Delivery,CHANDRAPUR,MAHARASHTRA,20.2173715,79.2056361
39870,Maharashtra Circle,Nagpur Region,Chandrapur Division,Saori B.O,442906,BO,Delivery,CHANDRAPUR,MAHARASHTRA,20.183743,79.1628242
39871,Maharashtra Circle,Nagpur Region,Chandrapur Division,Wadadha B.O,442906,BO,Delivery,CHANDRAPUR,MAHARASHTRA,20.7198009,79.4890194
39872,Maharashtra Circle,Nagpur Region,Chandrapur Division,Waigaon Tukum B.O,442906,BO,Delivery,CHANDRAPUR,MAHARASHTRA,20.2409081,79.2535725
39873,Maharashtra Circle,Nagpur Region,Chandrapur Division,Kondha B.O,442503,BO,Delivery,CHANDRAPUR,MAHARASHTRA,20.1315029,79.0652118
39874,Maharashtra Circle,Nagpur Region,Chandrapur Division,Khatgaon B.O,441222,BO,Delivery,CHANDRAPUR,MAHARASHTRA,20.3327874,79.635122
39875,Maharashtra Circle,Nagpur Region,Chandrapur Division,Waneri B.O,441222,BO,Delivery,CHANDRAPUR,MAHARASHTRA,20.2807148,79.619329
39876,Maharashtra Circle,Nagpur Region,Chandrapur Division,Ankisa B.O,442504,BO,Delivery,GADCHIROLI,MAHARASHTRA,18.725969,80.142161
39877,Maharashtra Circle,Nagpur Region,Chandrapur Division,Arda B.O,442504,BO,Delivery,GADCHIROLI,MAHARASHTRA,18.517271,80.250568
39878,Maharashtra Circle,Nagpur Region,Chandrapur Division,Rangaapalli B.O,442504,BO,Delivery,GADCHIROLI,MAHARASHTRA,18.898098,79.969628
39879,Maharashtra Circle,Nagpur Region,Chandrapur Division,Regunta B.O,442504,BO,Delivery,GADCHIROLI,MAHARASHTRA,18.868083,78.615756
39880,Maharashtra Circle,Nagpur Region,Chandrapur Division,Sironcha Mal B.O,442504,BO,Delivery,GADCHIROLI,MAHARASHTRA,18.847716,79.961237
39881,Maharashtra Circle,Nagpur Region,Chandrapur Division,Tekada B.O,442504,BO,Delivery,GADCHIROLI,MAHARASHTRA,18.99349,79.968229
39882,Maharashtra Circle,Nagpur Region,Chandrapur Division,Vyankatapura B.O,442504,BO,Delivery,GADCHIROLI,MAHARASHTRA,18.130364,82.24339
39883,Maharashtra Circle,Nagpur Region,Chandrapur Division,Ramanoorpur B.O,442504,BO,Delivery,GADCHIROLI,MAHARASHTRA,18.725969,80.142161
39884,Maharashtra Circle,Nagpur Region,Chandrapur Division,Kotapalli B.O,442504,BO,Delivery,GADCHIROLI,MAHARASHTRA,18.725971,80.142163
39885,Maharashtra Circle,Nagpur Region,Chandrapur Division,Somanpalli B.O,442504,BO,Delivery,GADCHIROLI,MAHARASHTRA,18.176868,81.399828
39886,Maharashtra Circle,Nagpur Region,Chandrapur Division,Bond B.O,441221,BO,Delivery,CHANDRAPUR,MAHARASHTRA,20.4888763,79.754007
39887,Maharashtra Circle,Nagpur Region,Chandrapur Division,Govindpur B.O,441221,BO,Delivery,CHANDRAPUR,MAHARASHTRA,20.4780671,79.6221368
39888,Maharashtra Circle,Nagpur Region,Chandrapur Division,Kanhalgaon Sonule B.O,441221,BO,Delivery,CHANDRAPUR,MAHARASHTRA,20.2433934,79.8352767
39889,Maharashtra Circle,Nagpur Region,Chandrapur Division,Kitali Bormal B.O,441221,BO,Delivery,CHANDRAPUR,MAHARASHTRA,20.2164646,79.9808143
39902,Maharashtra Circle,Pune Region,Satara Division,Belawade Haveli B.O,415109,BO,Delivery,SATARA,MAHARASHTRA,17.7944781,73.9036337
39903,Maharashtra Circle,Pune Region,Satara Division,Charegaon B.O,415109,BO,Delivery,SATARA,MAHARASHTRA,17.286509,74.181419
39904,Maharashtra Circle,Pune Region,Satara Division,Korivale B.O,415109,BO,Delivery,SATARA,MAHARASHTRA,17.286508,74.18142
39905,Maharashtra Circle,Pune Region,Satara Division,Marali(Chore) B.O,415109,BO,Delivery,SATARA,MAHARASHTRA,17.286506,74.181422
39906,Maharashtra Circle,Pune Region,Satara Division,Talbid B.O,415109,BO,Delivery,SATARA,MAHARASHTRA,17.43745,74.0639
39907,Maharashtra Circle,Pune Region,Satara Division,Tasavade B.O,415109,BO,Delivery,SATARA,MAHARASHTRA,17.371022,74.132805
39908,Maharashtra Circle,Pune Region,Satara Division,Thomase B.O,415109,BO,Delivery,SATARA,MAHARASHTRA,17.286507,74.181421
39909,Maharashtra Circle,Pune Region,Satara Division,Urul B.O,415109,BO,Delivery,SATARA,MAHARASHTRA,17.363059,74.0311695
39910,Maharashtra Circle,Pune Region,Satara Division,Ambawade B.O,415506,BO,Delivery,SATARA,MAHARASHTRA,17.8150193,74.0894838
39911,Maharashtra Circle,Pune Region,Satara Division,Bannawadi Colony B.O,415124,BO,Delivery,SATARA,MAHARASHTRA,17.33626,74.03393
39912,Maharashtra Circle,Pune Region,Satara Division,Shapur B.O,415115,BO,Delivery,SATARA,MAHARASHTRA,17.286506,74.181422
39913,Maharashtra Circle,Pune Region,Satara Division,Shirawade B.O,415115,BO,Delivery,SATARA,MAHARASHTRA,17.286509,74.181419
39914,Maharashtra Circle,Pune Region,Satara Division,Dare Khurd B.O,415020,BO,Delivery,SATARA,MAHARASHTRA,17.78995,73.98765
39915,Maharashtra Circle,Aurangabad Region,Osmanabad Division,Atola B.O,413524,BO,Delivery,LATUR,MAHARASHTRA,18.4189,76.8419
39916,Maharashtra Circle,Aurangabad Region,Osmanabad Division,Bholegaon B.O,413524,BO,Delivery,LATUR,MAHARASHTRA,18.4189,76.8419
39917,Maharashtra Circle,Aurangabad Region,Osmanabad Division,Kharosa B.O,413521,BO,Delivery,LATUR,MAHARASHTRA,18.1286527,76.7503278
39918,Maharashtra Circle,Aurangabad Region,Osmanabad Division,Kokalgaon B.O,413521,BO,Delivery,LATUR,MAHARASHTRA,18.1286527,76.7503278
39919,Maharashtra Circle,Aurangabad Region,Osmanabad Division,Shivani Lakh B.O,413521,BO,Delivery,LATUR,MAHARASHTRA,18.1286527,76.7503278
39920,Maharashtra Circle,Aurangabad Region,Osmanabad Division,Sihdhakhed B.O,413521,BO,Delivery,LATUR,MAHARASHTRA,18.1286527,76.7503278
39921,Maharashtra Circle,Aurangabad Region,Osmanabad Division,Harwadi B.O,413527,BO,Delivery,LATUR,MAHARASHTRA,18.10683,75.77747
39922,Maharashtra Circle,Aurangabad Region,Osmanabad Division,Kharola B.O,413527,BO,Delivery,LATUR,MAHARASHTRA,18.10683,75.77747
39927,Maharashtra Circle,Pune Region,Satara Division,Raigaon B.O,415020,BO,Delivery,SATARA,MAHARASHTRA,17.78995,73.98765
39928,Maharashtra Circle,Pune Region,Satara Division,Saigaon B.O,415020,BO,Delivery,SATARA,MAHARASHTRA,17.8797229,74.5902565
39929,Maharashtra Circle,Pune Region,Satara Division,Kanur B.O,412804,BO,Delivery,SATARA,MAHARASHTRA,18.0072,73.88495
39930,Maharashtra Circle,Pune Region,Satara Division,Mol (Diskal) B.O,415504,BO,Delivery,SATARA,MAHARASHTRA,17.33626,74.03393
39931,Maharashtra Circle,Pune Region,Satara Division,Karnawadi B.O,412802,BO,Delivery,SATARA,MAHARASHTRA,18.074159,73.8962904
39932,Maharashtra Circle,Pune Region,Satara Division,Loham B.O,412802,BO,Delivery,SATARA,MAHARASHTRA,18.73905,74.20775
39933,Maharashtra Circle,Pune Region,Satara Division,Morve B.O,412802,BO,Delivery,SATARA,MAHARASHTRA,18.73905,74.20775
39934,Maharashtra Circle,Pune Region,Satara Division,Shivajinagar B.O,412802,BO,Delivery,SATARA,MAHARASHTRA,18.73905,74.20775
39935,Maharashtra Circle,Pune Region,Satara Division,Chanchali B.O,415021,BO,Delivery,SATARA,MAHARASHTRA,17.7412923,74.1855928
39936,Maharashtra Circle,Pune Region,Satara Division,Jamb Khurd B.O,415021,BO,Delivery,SATARA,MAHARASHTRA,17.81515,74.18975
39937,Maharashtra Circle,Pune Region,Satara Division,Shendurjane B.O,415021,BO,Delivery,SATARA,MAHARASHTRA,17.698339,74.1650881
39938,Maharashtra Circle,Pune Region,Satara Division,Borjaiwadi B.O,415501,BO,Delivery,SATARA,MAHARASHTRA,17.698338,74.165089
39939,Maharashtra Circle,Pune Region,Satara Division,Chimangaon B.O,415501,BO,Delivery,SATARA,MAHARASHTRA,17.7213519,74.219001
39940,Maharashtra Circle,Pune Region,Satara Division,Ekambe B.O,415501,BO,Delivery,SATARA,MAHARASHTRA,17.698334,74.1650931
39941,Maharashtra Circle,Pune Region,Satara Division,Bamnoli Tarf Kudal B.O,415514,BO,Delivery,SATARA,MAHARASHTRA,17.8797239,74.5902555
39942,Maharashtra Circle,Pune Region,Satara Division,Bhiwadi B.O,415514,BO,Delivery,SATARA,MAHARASHTRA,17.8797229,74.5902565
39956,Maharashtra Circle,Pune Region,Satara Division,Vihe B.O,415114,BO,Delivery,SATARA,MAHARASHTRA,17.3382196,74.0557116
39957,Maharashtra Circle,Pune Region,Satara Division,Ghot B.O,415014,BO,Delivery,SATARA,MAHARASHTRA,17.3770309,73.901254
39958,Maharashtra Circle,Pune Region,Satara Division,Kadavebudruk B.O,415014,BO,Delivery,SATARA,MAHARASHTRA,17.3770399,73.901245
39959,Maharashtra Circle,Pune Region,Satara Division,Savarghar B.O,415014,BO,Delivery,SATARA,MAHARASHTRA,17.3770359,73.901249
39960,Maharashtra Circle,Pune Region,Satara Division,Vajroshi B.O,415014,BO,Delivery,SATARA,MAHARASHTRA,17.48785,73.87102
39961,Maharashtra Circle,Pune Region,Satara Division,Chore B.O,415109,BO,Delivery,SATARA,MAHARASHTRA,17.286505,74.181423
39962,Maharashtra Circle,Pune Region,Satara Division,Kalgaon(Umbraj) B.O,415109,BO,Delivery,SATARA,MAHARASHTRA,17.286508,74.18142
39963,Maharashtra Circle,Pune Region,Satara Division,Shirgaon(Umbraj) B.O,415109,BO,Delivery,SATARA,MAHARASHTRA,17.4480334,73.6348625
39964,Maharashtra Circle,Pune Region,Satara Division,Vadgaon B.O,415109,BO,Delivery,SATARA,MAHARASHTRA,17.43745,74.0639
40036,Maharashtra Circle,Pune Region,Satara Division,Mandave B.O,415506,BO,Delivery,SATARA,MAHARASHTRA,17.6544373,74.3675376
40037,Maharashtra Circle,Pune Region,Satara Division,Pingali BK B.O,415506,BO,Delivery,SATARA,MAHARASHTRA,17.56965,74.425
40038,Maharashtra Circle,Pune Region,Satara Division,Karve B.O,415124,BO,Delivery,SATARA,MAHARASHTRA,17.2533929,74.2127488
40039,Maharashtra Circle,Pune Region,Satara Division,Kodoli(Karad) B.O,415124,BO,Delivery,SATARA,MAHARASHTRA,17.287506,74.157495
40040,Maharashtra Circle,Pune Region,Satara Division,Varunji B.O,415124,BO,Delivery,SATARA,MAHARASHTRA,17.286508,74.18142
40041,Maharashtra Circle,Pune Region,Satara Division,Vadoli Nileshwar B.O,415115,BO,Delivery,SATARA,MAHARASHTRA,17.3021,74.13675
40042,Maharashtra Circle,Pune Region,Satara Division,Ghadgewadi B.O,415537,BO,Delivery,SATARA,MAHARASHTRA,17.33626,74.03393
40043,Maharashtra Circle,Pune Region,Satara Division,Kharshi B.O,415020,BO,Delivery,SATARA,MAHARASHTRA,17.8797229,74.5902565
40044,Maharashtra Circle,Pune Region,Satara Division,Morghar B.O,415020,BO,Delivery,SATARA,MAHARASHTRA,17.777322,73.911103
40045,Maharashtra Circle,Pune Region,Satara Division,Majgaon B.O,415518,BO,Delivery,SATARA,MAHARASHTRA,17.547212,74.064546
40046,Maharashtra Circle,Pune Region,Satara Division,Kulakjai B.O,415503,BO,Delivery,SATARA,MAHARASHTRA,17.6544383,74.3675366
40047,Maharashtra Circle,Pune Region,Satara Division,Ranashingwadi B.O,415503,BO,Delivery,SATARA,MAHARASHTRA,17.6544433,74.3675316
40298,Maharashtra Circle,Pune Region,Satara Division,Shripalvan B.O,415503,BO,Delivery,SATARA,MAHARASHTRA,17.8309,74.3256
40299,Maharashtra Circle,Pune Region,Satara Division,Dhawad Wadi B.O,412802,BO,Delivery,SATARA,MAHARASHTRA,18.73905,74.20775
40300,Maharashtra Circle,Pune Region,Satara Division,Bhurkawadi B.O,415505,BO,Delivery,SATARA,MAHARASHTRA,17.6544403,74.3675346
40301,Maharashtra Circle,Pune Region,Satara Division,Dharpudi B.O,415505,BO,Delivery,SATARA,MAHARASHTRA,17.6544383,74.3675366
40302,Maharashtra Circle,Pune Region,Satara Division,Bhadale B.O,415021,BO,Delivery,SATARA,MAHARASHTRA,17.698335,74.1650921
40303,Maharashtra Circle,Pune Region,Satara Division,Kikali B.O,415530,BO,Delivery,SATARA,MAHARASHTRA,17.8516645,74.0116446
40304,Maharashtra Circle,Pune Region,Satara Division,Kanher Khed B.O,415501,BO,Delivery,SATARA,MAHARASHTRA,17.7311809,73.9198051
40310,Maharashtra Circle,Aurangabad Region,Osmanabad Division,Morwad B.O,413527,BO,Delivery,LATUR,MAHARASHTRA,18.10683,75.77747
40311,Maharashtra Circle,Aurangabad Region,Osmanabad Division,Poharegaon B.O,413527,BO,Delivery,LATUR,MAHARASHTRA,18.10683,75.77747
40312,Maharashtra Circle,Aurangabad Region,Osmanabad Division,Sindhgaon B.O,413527,BO,Delivery,LATUR,MAHARASHTRA,18.10683,75.77747
40313,Maharashtra Circle,Aurangabad Region,Osmanabad Division,Ankulga Sayed B.O,413544,BO,Delivery,LATUR,MAHARASHTRA,18.8259034,74.3792587
40314,Maharashtra Circle,Aurangabad Region,Osmanabad Division,Dhamangaon B.O,413544,BO,Delivery,LATUR,MAHARASHTRA,18.8259034,74.3792587
40315,Maharashtra Circle,Aurangabad Region,Osmanabad Division,Sakol B.O,413544,BO,Delivery,LATUR,MAHARASHTRA,18.8259034,74.3792587
40316,Maharashtra Circle,Aurangabad Region,Osmanabad Division,Harangul BK B.O,413531,BO,Delivery,LATUR,MAHARASHTRA,18.37795,76.50265
40317,Maharashtra Circle,Aurangabad Region,Osmanabad Division,Harangul KH B.O,413531,BO,Delivery,LATUR,MAHARASHTRA,18.37795,76.50265
40318,Maharashtra Circle,Aurangabad Region,Osmanabad Division,Hasegaon B.O,413531,BO,Delivery,LATUR,MAHARASHTRA,18.37795,76.50265
40465,Maharashtra Circle,Nagpur Region,Chandrapur Division,Sawargaon B.O,441221,BO,Delivery,CHANDRAPUR,MAHARASHTRA,20.408771,79.6445965
40466,Maharashtra Circle,Nagpur Region,Chandrapur Division,Wadhona B.O,441221,BO,Delivery,CHANDRAPUR,MAHARASHTRA,20.4002062,79.6803631
40467,Maharashtra Circle,Nagpur Region,Chandrapur Division,Bhakrondi B.O,441217,BO,Delivery,GADCHIROLI,MAHARASHTRA,20.424584,80.273946
40468,Maharashtra Circle,Nagpur Region,Chandrapur Division,Kanhalgaon B.O,442916,BO,Delivery,CHANDRAPUR,MAHARASHTRA,20.2433934,79.8352767
40469,Maharashtra Circle,Nagpur Region,Chandrapur Division,Kodsi B.O,442916,BO,Delivery,CHANDRAPUR,MAHARASHTRA,19.7948557,78.9768999
40470,Maharashtra Circle,Nagpur Region,Chandrapur Division,Dongargaon B.O,442907,BO,Delivery,CHANDRAPUR,MAHARASHTRA,18.5559777,73.0532909
40471,Maharashtra Circle,Nagpur Region,Chandrapur Division,Dongargaon Khadi B.O,442907,BO,Delivery,CHANDRAPUR,MAHARASHTRA,20.2433234,79.112974
40472,Maharashtra Circle,Nagpur Region,Chandrapur Division,Ekarjuna B.O,442907,BO,Delivery,CHANDRAPUR,MAHARASHTRA,20.2216444,79.0150605
40473,Maharashtra Circle,Nagpur Region,Chandrapur Division,Jamni B.O,442907,BO,Delivery,CHANDRAPUR,MAHARASHTRA,19.6954278,79.1266288
40474,Maharashtra Circle,Nagpur Region,Chandrapur Division,Nandori B.O,442907,BO,Delivery,CHANDRAPUR,MAHARASHTRA,20.1935064,79.0348416
40475,Maharashtra Circle,Nagpur Region,Chandrapur Division,Panjurni B.O,442907,BO,Delivery,CHANDRAPUR,MAHARASHTRA,20.936462,79.234221
40476,Maharashtra Circle,Nagpur Region,Chandrapur Division,Sembal B.O,442907,BO,Delivery,CHANDRAPUR,MAHARASHTRA,20.1803019,78.9942154
40477,Maharashtra Circle,Nagpur Region,Chandrapur Division,Waghnakh B.O,442907,BO,Delivery,CHANDRAPUR,MAHARASHTRA,20.3648436,78.8531276
40478,Maharashtra Circle,Nagpur Region,Chandrapur Division,Subhashgram B.O,442918,BO,Delivery,GADCHIROLI,MAHARASHTRA,20.777649,80.55079
40479,Maharashtra Circle,Nagpur Region,Chandrapur Division,Gomani B.O,442918,BO,Delivery,GADCHIROLI,MAHARASHTRA,21.167241,80.421525
40480,Maharashtra Circle,Nagpur Region,Chandrapur Division,Yergawhan (Dewada) B.O,442905,BO,Delivery,CHANDRAPUR,MAHARASHTRA,19.8592105,79.4054718
40481,Maharashtra Circle,Nagpur Region,Chandrapur Division,Bothali B.O,441225,BO,Delivery,CHANDRAPUR,MAHARASHTRA,20.1175356,79.8160169
40482,Maharashtra Circle,Nagpur Region,Chandrapur Division,Jibgaon B.O,441225,BO,Delivery,CHANDRAPUR,MAHARASHTRA,20.0618585,79.8520818
40483,Maharashtra Circle,Nagpur Region,Chandrapur Division,Kawathi B.O,441225,BO,Delivery,CHANDRAPUR,MAHARASHTRA,19.82483,79.748322
40484,Maharashtra Circle,Nagpur Region,Chandrapur Division,Bothali B.O,442906,BO,Delivery,CHANDRAPUR,MAHARASHTRA,20.4625271,79.217975
40485,Maharashtra Circle,Nagpur Region,Chandrapur Division,Chargaon BK B.O,442906,BO,Delivery,CHANDRAPUR,MAHARASHTRA,20.3882097,79.187301
40486,Maharashtra Circle,Nagpur Region,Chandrapur Division,Khadsangi B.O,442906,BO,Delivery,CHANDRAPUR,MAHARASHTRA,20.5054708,79.2641435
40487,Maharashtra Circle,Nagpur Region,Chandrapur Division,Viloda B.O,442906,BO,Delivery,CHANDRAPUR,MAHARASHTRA,20.2582003,79.2479342
40488,Maharashtra Circle,Nagpur Region,Chandrapur Division,Jamsala B.O,441222,BO,Delivery,CHANDRAPUR,MAHARASHTRA,20.2561705,79.60248
40489,Maharashtra Circle,Nagpur Region,Chandrapur Division,Kinhi B.O,441222,BO,Delivery,CHANDRAPUR,MAHARASHTRA,20.262812,79.6523157
40490,Maharashtra Circle,Nagpur Region,Chandrapur Division,Asaralli B.O,442504,BO,Delivery,GADCHIROLI,MAHARASHTRA,18.176868,81.399828
40491,Maharashtra Circle,Nagpur Region,Chandrapur Division,Janampalli B.O,442504,BO,Delivery,GADCHIROLI,MAHARASHTRA,18.808148,79.962635
40492,Maharashtra Circle,Nagpur Region,Chandrapur Division,Narkada B.O,442504,BO,Delivery,GADCHIROLI,MAHARASHTRA,20.899614,79.546997
40493,Maharashtra Circle,Nagpur Region,Chandrapur Division,Vedmahim B.O,442504,BO,Delivery,GADCHIROLI,MAHARASHTRA,20.668522,80.312954
40494,Maharashtra Circle,Nagpur Region,Chandrapur Division,Pentipaga B.O,442504,BO,Delivery,GADCHIROLI,MAHARASHTRA,19.575898,80.013667
40495,Maharashtra Circle,Nagpur Region,Chandrapur Division,Medaram B.O,442504,BO,Delivery,GADCHIROLI,MAHARASHTRA,18.72597,80.142162
40496,Maharashtra Circle,Nagpur Region,Chandrapur Division,Madaram B.O,442504,BO,Delivery,GADCHIROLI,MAHARASHTRA,18.868083,78.615756
40497,Maharashtra Circle,Aurangabad Region,Osmanabad Division,Hippalgaon B.O,413531,BO,Delivery,LATUR,MAHARASHTRA,18.37795,76.50265
40498,Maharashtra Circle,Aurangabad Region,Osmanabad Division,Holi B.O,413531,BO,Delivery,LATUR,MAHARASHTRA,18.37795,76.50265
40499,Maharashtra Circle,Aurangabad Region,Osmanabad Division,Jewali B.O,413531,BO,Delivery,LATUR,MAHARASHTRA,18.37795,76.50265
40500,Maharashtra Circle,Aurangabad Region,Osmanabad Division,Sawargaon B.O,413531,BO,Delivery,LATUR,MAHARASHTRA,18.37795,76.50265
40501,Maharashtra Circle,Aurangabad Region,Osmanabad Division,Wasangaon B.O,413531,BO,Delivery,LATUR,MAHARASHTRA,18.37795,76.50265
40502,Maharashtra Circle,Aurangabad Region,Osmanabad Division,Awalkonda B.O,413517,BO,Delivery,LATUR,MAHARASHTRA,18.3710497,77.134958
40503,Maharashtra Circle,Aurangabad Region,Osmanabad Division,Lohara B.O,413517,BO,Delivery,LATUR,MAHARASHTRA,18.3710497,77.134958
40504,Maharashtra Circle,Aurangabad Region,Osmanabad Division,Loni B.O,413517,BO,Delivery,LATUR,MAHARASHTRA,18.3710497,77.134958
40505,Maharashtra Circle,Aurangabad Region,Osmanabad Division,Malewadi B.O,413517,BO,Delivery,LATUR,MAHARASHTRA,18.3710497,77.134958
40506,Maharashtra Circle,Aurangabad Region,Osmanabad Division,Malkapur B.O,413517,BO,Delivery,LATUR,MAHARASHTRA,18.3710497,77.134958
40507,Maharashtra Circle,Aurangabad Region,Osmanabad Division,Mogha B.O,413517,BO,Delivery,LATUR,MAHARASHTRA,18.3710497,77.134958
40508,Maharashtra Circle,Aurangabad Region,Osmanabad Division,Togri B.O,413517,BO,Delivery,LATUR,MAHARASHTRA,18.3710497,77.134958
40509,Maharashtra Circle,Aurangabad Region,Osmanabad Division,Tondar B.O,413517,BO,Delivery,LATUR,MAHARASHTRA,18.3710497,77.134958
40510,Maharashtra Circle,Aurangabad Region,Osmanabad Division,Tondchira B.O,413517,BO,Delivery,LATUR,MAHARASHTRA,18.3710497,77.134958
40511,Maharashtra Circle,Aurangabad Region,Osmanabad Division,Sindala Shivpur B.O,413524,BO,Delivery,LATUR,MAHARASHTRA,18.4189,76.8419
40512,Maharashtra Circle,Aurangabad Region,Osmanabad Division,Gunjarga B.O,413521,BO,Delivery,LATUR,MAHARASHTRA,18.1286527,76.7503278
40513,Maharashtra Circle,Aurangabad Region,Osmanabad Division,Jewari B.O,413521,BO,Delivery,LATUR,MAHARASHTRA,18.1286527,76.7503278
40514,Maharashtra Circle,Aurangabad Region,Osmanabad Division,Rathoda B.O,413521,BO,Delivery,LATUR,MAHARASHTRA,18.1286527,76.7503278
40515,Maharashtra Circle,Aurangabad Region,Osmanabad Division,Yelnoor B.O,413521,BO,Delivery,LATUR,MAHARASHTRA,18.1286527,76.7503278
40516,Maharashtra Circle,Aurangabad Region,Osmanabad Division,Lambota B.O,413530,BO,Delivery,LATUR,MAHARASHTRA,18.115835,76.752845
40535,Maharashtra Circle,Aurangabad Region,Osmanabad Division,Shirol Wanjarwada B.O,413530,BO,Delivery,LATUR,MAHARASHTRA,18.115835,76.752845
