,CircleName,RegionName,DivisionName,OfficeName,Pincode,OfficeType,Delivery,District,StateName,Latitude,Longitude
69845,Maharashtra Circle,Navi Mumbai Region,Navi Mumbai Division,Dahivali T.Need B.O,410201,BO,Delivery,RAIGAD,MAHARASHTRA,18.88,73.24
69849,Maharashtra Circle,Navi Mumbai Region,Navi Mumbai Division,Gaulwadi B.O,410201,BO,Delivery,RAIGAD,MAHARASHTRA,18.83,73.68
69850,Maharashtra Circle,Navi Mumbai Region,Navi Mumbai Division,Gaurkamath B.O,410201,BO,Delivery,RAIGAD,MAHARASHTRA,18.88,73.24
69851,Maharashtra Circle,Navi Mumbai Region,Navi Mumbai Division,Kashele B.O,410201,BO,Delivery,RAIGAD,MAHARASHTRA,19.06,73.46
69852,Maharashtra Circle,Navi Mumbai Region,Navi Mumbai Division,Khandas B.O,410201,BO,Delivery,RAIGAD,MAHARASHTRA,19.06,73.46
69853,Maharashtra Circle,Navi Mumbai Region,Navi Mumbai Division,Kondivade B.O,410201,BO,Delivery,RAIGAD,MAHARASHTRA,19.01,73.32
69854,Maharashtra Circle,Navi Mumbai Region,Navi Mumbai Division,Mora B.O,400704,BO,Non Delivery,RAIGAD,MAHARASHTRA,18.91,72.92
69855,Maharashtra Circle,Navi Mumbai Region,Navi Mumbai Division,Shelu B.O,410101,BO,Delivery,RAIGAD,MAHARASHTRA,19.96,77.97
69856,Maharashtra Circle,Navi Mumbai Region,Navi Mumbai Division,Vakas B.O,410101,BO,Delivery,RAIGAD,MAHARASHTRA,18.96,72.82
69857,Maharashtra Circle,Navi Mumbai Region,Navi Mumbai Division,Pashane B.O,410101,BO,Delivery,RAIGAD,MAHARASHTRA,19.110261,73.329604
69858,Maharashtra Circle,Navi Mumbai Region,Navi Mumbai Division,Mazgaon B.O,410220,BO,Delivery,RAIGAD,MAHARASHTRA,18.36,72.93
69859,Maharashtra Circle,Navi Mumbai Region,Navi Mumbai Division,Vashivali B.O,410220,BO,Delivery,RAIGAD,MAHARASHTRA,18.36,72.93
69997,Maharashtra Circle,Navi Mumbai Region,Nasik Division,Dhondmal B.O,422208,BO,Delivery,NASHIK,MAHARASHTRA,20.30019,73.4905
69998,Maharashtra Circle,Navi Mumbai Region,Nasik Division,Gonde B.O,422208,BO,Delivery,NASHIK,MAHARASHTRA,20.2584522,73.5030478
69999,Maharashtra Circle,Navi Mumbai Region,Nasik Division,Kumbhale B.O,422208,BO,Delivery,NASHIK,MAHARASHTRA,20.297858,73.457607
70000,Maharashtra Circle,Navi Mumbai Region,Nasik Division,Malegaon (Peint) B.O,422208,BO,Delivery,NASHIK,MAHARASHTRA,20.30019,73.4905
70001,Maharashtra Circle,Navi Mumbai Region,Nasik Division,Mhasgan B.O,422208,BO,Delivery,NASHIK,MAHARASHTRA,20.30019,73.4905
70002,Maharashtra Circle,Navi Mumbai Region,Nasik Division,Usthale B.O,422208,BO,Delivery,NASHIK,MAHARASHTRA,20.30019,73.4905
70003,Maharashtra Circle,Navi Mumbai Region,Nasik Division,Alangun B.O,422211,BO,Delivery,NASHIK,MAHARASHTRA,20.57316,73.58846
70004,Maharashtra Circle,Pune Region,Shrirampur Division,Agasti SSK B.O,422601,BO,Delivery,AHMEDNAGAR,MAHARASHTRA,19.516069,74.005775
70005,Maharashtra Circle,Pune Region,Shrirampur Division,Deothan B.O,422601,BO,Delivery,AHMEDNAGAR,MAHARASHTRA,19.623932,74.024137
70006,Maharashtra Circle,Pune Region,Shrirampur Division,Sangvi B.O,422601,BO,Delivery,AHMEDNAGAR,MAHARASHTRA,19.51835,74.087289
70007,Maharashtra Circle,Pune Region,Shrirampur Division,Dadh BK B.O,413714,BO,Delivery,AHMEDNAGAR,MAHARASHTRA,19.524659,74.418854
70008,Maharashtra Circle,Pune Region,Shrirampur Division,Kokangaon B.O,413714,BO,Delivery,AHMEDNAGAR,MAHARASHTRA,19.587412,74.316404
70009,Maharashtra Circle,Pune Region,Shrirampur Division,Shedgaon B.O,413738,BO,Delivery,AHMEDNAGAR,MAHARASHTRA,19.519992,74.337119
70010,Maharashtra Circle,Pune Region,Shrirampur Division,Warwandi B.O,413738,BO,Delivery,AHMEDNAGAR,MAHARASHTRA,19.422941,74.38074
70011,Maharashtra Circle,Pune Region,Shrirampur Division,Mamdapur B.O,413737,BO,Delivery,AHMEDNAGAR,MAHARASHTRA,19.612866,74.554319
70012,Maharashtra Circle,Pune Region,Shrirampur Division,Rajuri B.O,413737,BO,Delivery,AHMEDNAGAR,MAHARASHTRA,19.62361,74.540469
70013,Maharashtra Circle,Pune Region,Shrirampur Division,Bhamathan B.O,413739,BO,Delivery,AHMEDNAGAR,MAHARASHTRA,19.6826772,74.8057365
70014,Maharashtra Circle,Pune Region,Shrirampur Division,Bhokar B.O,413739,BO,Delivery,AHMEDNAGAR,MAHARASHTRA,19.622903,74.765892
70115,Maharashtra Circle,Goa-Panaji Region,RATNAGIRI DIVISION,Yerdav B.O,416704,BO,Delivery,RATNAGIRI,MAHARASHTRA,16.7471048,73.7768191
70116,Maharashtra Circle,Goa-Panaji Region,RATNAGIRI DIVISION,Ghativale B.O,415803,BO,Delivery,RATNAGIRI,MAHARASHTRA,17.01395,73.50665
70117,Maharashtra Circle,Goa-Panaji Region,RATNAGIRI DIVISION,Kankadi B.O,415803,BO,Delivery,RATNAGIRI,MAHARASHTRA,17.01395,73.50665
70118,Maharashtra Circle,Goa-Panaji Region,RATNAGIRI DIVISION,Mavlange B.O,415616,BO,Delivery,RATNAGIRI,MAHARASHTRA,16.990223,73.3120153
70119,Maharashtra Circle,Goa-Panaji Region,RATNAGIRI DIVISION,Nakhare B.O,415616,BO,Delivery,RATNAGIRI,MAHARASHTRA,16.990222,73.3120163
70120,Maharashtra Circle,Goa-Panaji Region,RATNAGIRI DIVISION,Nirul B.O,415616,BO,Delivery,RATNAGIRI,MAHARASHTRA,16.99022,73.3120183
70121,Maharashtra Circle,Goa-Panaji Region,RATNAGIRI DIVISION,Angale B.O,416702,BO,Delivery,RATNAGIRI,MAHARASHTRA,16.62214,73.54305
70122,Maharashtra Circle,Goa-Panaji Region,RATNAGIRI DIVISION,Ansure B.O,416702,BO,Delivery,RATNAGIRI,MAHARASHTRA,16.656046,73.51777
70123,Maharashtra Circle,Goa-Panaji Region,RATNAGIRI DIVISION,Dongar B.O,416702,BO,Delivery,RATNAGIRI,MAHARASHTRA,16.6209627,73.4803223
70124,Maharashtra Circle,Goa-Panaji Region,RATNAGIRI DIVISION,Goval B.O,416702,BO,Delivery,RATNAGIRI,MAHARASHTRA,16.62214,73.54305
70125,Maharashtra Circle,Goa-Panaji Region,RATNAGIRI DIVISION,Kotapur B.O,416702,BO,Delivery,RATNAGIRI,MAHARASHTRA,16.656047,73.517769
70126,Maharashtra Circle,Goa-Panaji Region,RATNAGIRI DIVISION,Mosam B.O,416702,BO,Delivery,RATNAGIRI,MAHARASHTRA,16.656045,73.517771
70127,Maharashtra Circle,Goa-Panaji Region,RATNAGIRI DIVISION,Padave B.O,416702,BO,Delivery,RATNAGIRI,MAHARASHTRA,16.62214,73.54305
70128,Maharashtra Circle,Goa-Panaji Region,RATNAGIRI DIVISION,Sakhar B.O,416702,BO,Delivery,RATNAGIRI,MAHARASHTRA,17.58685,73.66135
70129,Maharashtra Circle,Goa-Panaji Region,RATNAGIRI DIVISION,Taral B.O,416702,BO,Delivery,RATNAGIRI,MAHARASHTRA,16.656045,73.517771
70130,Maharashtra Circle,Goa-Panaji Region,RATNAGIRI DIVISION,Vilye B.O,416702,BO,Delivery,RATNAGIRI,MAHARASHTRA,16.656045,73.517771
70131,Maharashtra Circle,Goa-Panaji Region,RATNAGIRI DIVISION,Kudali B.O,415613,BO,Delivery,RATNAGIRI,MAHARASHTRA,17.482893,73.1924804
70132,Maharashtra Circle,Goa-Panaji Region,RATNAGIRI DIVISION,Devade B.O,415801,BO,Delivery,RATNAGIRI,MAHARASHTRA,16.97664,73.7315
70133,Maharashtra Circle,Goa-Panaji Region,RATNAGIRI DIVISION,Murshi B.O,415801,BO,Delivery,RATNAGIRI,MAHARASHTRA,16.97664,73.7315
70134,Maharashtra Circle,Goa-Panaji Region,RATNAGIRI DIVISION,Golavali B.O,415611,BO,Delivery,RATNAGIRI,MAHARASHTRA,17.2210737,73.529956
70149,Maharashtra Circle,Aurangabad Region,Dhule Division,Umarde B.O,425428,BO,Delivery,DHULE,MAHARASHTRA,21.52,74.891
70150,Maharashtra Circle,Aurangabad Region,Dhule Division,Khalane B.O,425407,BO,Delivery,DHULE,MAHARASHTRA,21.34372,74.61065
70151,Maharashtra Circle,Navi Mumbai Region,Raigad Division,Nigade BO,402302,BO,Delivery,RAIGAD,MAHARASHTRA,18.04818,73.5125853
70152,Maharashtra Circle,Navi Mumbai Region,Raigad Division,Wagholi BO,402302,BO,Delivery,RAIGAD,MAHARASHTRA,18.2065334,73.4625274
70153,Maharashtra Circle,Navi Mumbai Region,Raigad Division,Jamgaon BO,402308,BO,Delivery,RAIGAD,MAHARASHTRA,18.3981485,73.2892335
70154,Maharashtra Circle,Navi Mumbai Region,Raigad Division,Vile BO,402308,BO,Delivery,RAIGAD,MAHARASHTRA,18.3830174,73.3448662
70155,Maharashtra Circle,Navi Mumbai Region,Raigad Division,Jite BO,402302,BO,Delivery,RAIGAD,MAHARASHTRA,18.1196305,73.486716
70156,Maharashtra Circle,Navi Mumbai Region,Raigad Division,Mangrun BO,402302,BO,Delivery,RAIGAD,MAHARASHTRA,18.201723,73.486492
70157,Maharashtra Circle,Navi Mumbai Region,Raigad Division,Sarve BO,402403,BO,Delivery,RAIGAD,MAHARASHTRA,18.2536081,72.9395709
70158,Maharashtra Circle,Navi Mumbai Region,Raigad Division,Walan Budruk BO,402302,BO,Delivery,RAIGAD,MAHARASHTRA,18.2249745,73.4875113
70159,Maharashtra Circle,Navi Mumbai Region,Raigad Division,Wadwali BO,402403,BO,Delivery,RAIGAD,MAHARASHTRA,18.2000807,72.996232
70310,Maharashtra Circle,Goa-Panaji Region,SINDHUDURG DIVISION,Kunkeri B.O,416518,BO,Delivery,SINDHUDURG,MAHARASHTRA,15.9551469,73.8074164
70340,Maharashtra Circle,Nagpur Region,Nagpur Moffusil Division,Nerla B.O,441903,BO,Delivery,BHANDARA,MAHARASHTRA,20.966397,79.688096
70341,Maharashtra Circle,Nagpur Region,Nagpur Moffusil Division,Pimpalgaon Nipani B.O,441903,BO,Delivery,BHANDARA,MAHARASHTRA,20.885427,79.736463
70342,Maharashtra Circle,Nagpur Region,Nagpur Moffusil Division,Shahpur B.O,441906,BO,Delivery,BHANDARA,MAHARASHTRA,21.154913,79.568773
70343,Maharashtra Circle,Nagpur Region,Nagpur Moffusil Division,Kothurna B.O,441905,BO,Delivery,BHANDARA,MAHARASHTRA,21.236679,79.700721
70344,Maharashtra Circle,Goa-Panaji Region,SINDHUDURG DIVISION,Insuli B.O,416511,BO,Delivery,SINDHUDURG,MAHARASHTRA,15.8565948,73.7969303
70345,Maharashtra Circle,Goa-Panaji Region,SINDHUDURG DIVISION,Niravade B.O,416518,BO,Delivery,SINDHUDURG,MAHARASHTRA,15.8634003,73.7715828
70346,Maharashtra Circle,Goa-Panaji Region,SINDHUDURG DIVISION,Karivade B.O,416531,BO,Delivery,SINDHUDURG,MAHARASHTRA,16.15216,74.0768853
70347,Maharashtra Circle,Goa-Panaji Region,SINDHUDURG DIVISION,Majgaon B.O,416518,BO,Delivery,SINDHUDURG,MAHARASHTRA,15.87948,73.786874
70348,Maharashtra Circle,Goa-Panaji Region,SINDHUDURG DIVISION,Nhaveli B.O,416518,BO,Delivery,SINDHUDURG,MAHARASHTRA,15.8343675,73.7624537
70349,Maharashtra Circle,Goa-Panaji Region,SINDHUDURG DIVISION,Kalane B.O,416511,BO,Delivery,SINDHUDURG,MAHARASHTRA,15.7581301,73.9249421
70350,Maharashtra Circle,Goa-Panaji Region,SINDHUDURG DIVISION,Kolzar B.O,416511,BO,Delivery,SINDHUDURG,MAHARASHTRA,15.7983243,73.9571453
70351,Maharashtra Circle,Goa-Panaji Region,SINDHUDURG DIVISION,Kumbral B.O,416511,BO,Delivery,SINDHUDURG,MAHARASHTRA,15.761839,73.9561485
70352,Maharashtra Circle,Goa-Panaji Region,SINDHUDURG DIVISION,Morgaon B.O,416511,BO,Delivery,SINDHUDURG,MAHARASHTRA,15.7938227,73.9161499
70353,Maharashtra Circle,Goa-Panaji Region,SINDHUDURG DIVISION,Sateli Traf Bhedshi B.O,416512,BO,Delivery,SINDHUDURG,MAHARASHTRA,15.7303456,74.0241125
70354,Maharashtra Circle,Goa-Panaji Region,SINDHUDURG DIVISION,Shirange B.O,416512,BO,Delivery,SINDHUDURG,MAHARASHTRA,15.7292792,74.0832354
70412,Maharashtra Circle,Goa-Panaji Region,RATNAGIRI DIVISION,Pirandavane B.O,415611,BO,Delivery,RATNAGIRI,MAHARASHTRA,17.0864,73.351
70413,Maharashtra Circle,Goa-Panaji Region,RATNAGIRI DIVISION,Washi Tarf Sangmeshwar B.O,415611,BO,Delivery,RATNAGIRI,MAHARASHTRA,17.1682,73.54635
70414,Maharashtra Circle,Goa-Panaji Region,RATNAGIRI DIVISION,Argaon B.O,415643,BO,Delivery,RATNAGIRI,MAHARASHTRA,16.75905,73.60265
70432,Maharashtra Circle,Goa-Panaji Region,RATNAGIRI DIVISION,Kurang B.O,415643,BO,Delivery,RATNAGIRI,MAHARASHTRA,16.75905,73.60265
70433,Maharashtra Circle,Goa-Panaji Region,RATNAGIRI DIVISION,Shiravali B.O,415643,BO,Delivery,RATNAGIRI,MAHARASHTRA,16.75905,73.60265
70499,Maharashtra Circle,Pune Region,Pune Moffusil Division,Kanhur B.O,412218,BO,Delivery,PUNE,MAHARASHTRA,18.8258944,74.3792677
70500,Maharashtra Circle,Pune Region,Pune Moffusil Division,Taklihaji B.O,412218,BO,Delivery,PUNE,MAHARASHTRA,18.89645,74.2211
70501,Maharashtra Circle,Pune Region,Pune Moffusil Division,Narodi B.O,410503,BO,Delivery,PUNE,MAHARASHTRA,19.04108,73.88454
70502,Maharashtra Circle,Pune Region,Pune Moffusil Division,Vadgaon Kashimbeg B.O,410503,BO,Delivery,PUNE,MAHARASHTRA,19.026125,73.910998
70503,Maharashtra Circle,Pune Region,Pune Moffusil Division,Jambhut B.O,410504,BO,Delivery,PUNE,MAHARASHTRA,19.11045,73.9875
70504,Maharashtra Circle,Pune Region,Pune Moffusil Division,Khodad B.O,410504,BO,Delivery,PUNE,MAHARASHTRA,19.082965,74.047638
70505,Maharashtra Circle,Pune Region,Pune Moffusil Division,Pargaon Tarfe Ala B.O,410504,BO,Delivery,PUNE,MAHARASHTRA,19.11045,73.9875
70506,Maharashtra Circle,Pune Region,Pune Moffusil Division,Valati B.O,410504,BO,Delivery,PUNE,MAHARASHTRA,19.025468,74.06673
70507,Maharashtra Circle,Pune Region,Pune Moffusil Division,Yedgaon B.O,410504,BO,Delivery,PUNE,MAHARASHTRA,19.164952,73.986866
70508,Maharashtra Circle,Pune Region,Pune Moffusil Division,Degaon B.O,412213,BO,Delivery,PUNE,MAHARASHTRA,18.23545,73.83735
70509,Maharashtra Circle,Pune Region,Pune Moffusil Division,Hatve BK B.O,412213,BO,Delivery,PUNE,MAHARASHTRA,18.23545,73.83735
70510,Maharashtra Circle,Pune Region,Pune Moffusil Division,Kolwadi B.O,412213,BO,Delivery,PUNE,MAHARASHTRA,18.5320397,74.0314741
70511,Maharashtra Circle,Pune Region,Pune Moffusil Division,Manjal Asani B.O,412213,BO,Delivery,PUNE,MAHARASHTRA,18.251397,73.733075
70512,Maharashtra Circle,Pune Region,Pune Moffusil Division,Sakhar B.O,412213,BO,Delivery,PUNE,MAHARASHTRA,18.277301,73.724984
70513,Maharashtra Circle,Pune Region,Pune Moffusil Division,Ganegaon Dumala B.O,412211,BO,Delivery,PUNE,MAHARASHTRA,18.6604,74.38465
70514,Maharashtra Circle,Pune Region,Pune Moffusil Division,Vadgaon Rasai B.O,412211,BO,Delivery,PUNE,MAHARASHTRA,18.563578,74.434262
70515,Maharashtra Circle,Nagpur Region,Buldana Division,Narvel B.O,443112,BO,Delivery,BULDHANA,MAHARASHTRA,20.93287,76.18929
70516,Maharashtra Circle,Nagpur Region,Buldana Division,Vivara B.O,443112,BO,Delivery,BULDHANA,MAHARASHTRA,20.203744,76.203744
70517,Maharashtra Circle,Nagpur Region,Buldana Division,Zodga B.O,443112,BO,Delivery,BULDHANA,MAHARASHTRA,20.9328,76.18929
70518,Maharashtra Circle,Nagpur Region,Buldana Division,Chawara B.O,443402,BO,Delivery,BULDHANA,MAHARASHTRA,20.1618,76.1841
70519,Maharashtra Circle,Nagpur Region,Buldana Division,Shelapur B.O,443101,BO,Delivery,BULDHANA,MAHARASHTRA,20.7078,76.2097508
70546,Maharashtra Circle,Aurangabad Region,Dhule Division,Rohane B.O,425407,BO,Delivery,DHULE,MAHARASHTRA,21.1305084,74.6898025
70547,Maharashtra Circle,Aurangabad Region,Dhule Division,Salve B.O,425407,BO,Delivery,DHULE,MAHARASHTRA,21.34372,74.61065
70548,Maharashtra Circle,Aurangabad Region,Dhule Division,Phophare B.O,424002,BO,Delivery,DHULE,MAHARASHTRA,20.9042271,74.7748909
70549,Maharashtra Circle,Aurangabad Region,Dhule Division,Vadjai B.O,424002,BO,Delivery,DHULE,MAHARASHTRA,20.8943542,74.782669
70550,Maharashtra Circle,Aurangabad Region,Dhule Division,War B.O,424002,BO,Delivery,DHULE,MAHARASHTRA,20.9042231,74.7748949
70551,Maharashtra Circle,Aurangabad Region,Dhule Division,Purmepada B.O,424006,BO,Delivery,DHULE,MAHARASHTRA,20.9042291,74.7748889
70552,Maharashtra Circle,Aurangabad Region,Dhule Division,Sadgaon B.O,424006,BO,Delivery,DHULE,MAHARASHTRA,20.9042271,74.7748909
70553,Maharashtra Circle,Aurangabad Region,Dhule Division,Dondaicha Town B.O,425408,BO,Non Delivery,DHULE,MAHARASHTRA,21.318274,74.567468
70554,Maharashtra Circle,Aurangabad Region,Dhule Division,Indave B.O,425408,BO,Delivery,DHULE,MAHARASHTRA,21.34372,74.61065
70555,Maharashtra Circle,Aurangabad Region,Dhule Division,Karle B.O,425408,BO,Delivery,DHULE,MAHARASHTRA,21.34372,74.61065
70556,Maharashtra Circle,Nagpur Region,Buldana Division,Sindkhed Lapali B.O,443101,BO,Delivery,BULDHANA,MAHARASHTRA,20.88245,76.17962
70557,Maharashtra Circle,Nagpur Region,Buldana Division,Khaira B.O,443103,BO,Delivery,BULDHANA,MAHARASHTRA,20.67448,76.205925
70558,Maharashtra Circle,Nagpur Region,Buldana Division,Kharbadi B.O,443103,BO,Delivery,BULDHANA,MAHARASHTRA,20.674481,76.205923
70559,Maharashtra Circle,Nagpur Region,Buldana Division,Kothali B.O,443103,BO,Delivery,BULDHANA,MAHARASHTRA,20.67448,76.205924
70560,Maharashtra Circle,Nagpur Region,Buldana Division,Nimkhed B.O,443103,BO,Delivery,BULDHANA,MAHARASHTRA,20.67448,76.205924
70561,Maharashtra Circle,Nagpur Region,Buldana Division,Khumgaon B.O,443404,BO,Delivery,BULDHANA,MAHARASHTRA,20.827418,76.459335
70562,Maharashtra Circle,Nagpur Region,Buldana Division,Naigaon B.O,443404,BO,Delivery,BULDHANA,MAHARASHTRA,20.827417,76.459336
70563,Maharashtra Circle,Nagpur Region,Buldana Division,Nandura Town B.O,443404,BO,Delivery,BULDHANA,MAHARASHTRA,20.827422,76.459331
70564,Maharashtra Circle,Nagpur Region,Buldana Division,Shelgaon Mukund B.O,443404,BO,Delivery,BULDHANA,MAHARASHTRA,20.8447,76.4553
70565,Maharashtra Circle,Nagpur Region,Buldana Division,Wasadi BK B.O,443404,BO,Delivery,BULDHANA,MAHARASHTRA,20.303415,76.52632
70566,Maharashtra Circle,Nagpur Region,Buldana Division,Shendurjan B.O,443202,BO,Delivery,BULDHANA,MAHARASHTRA,20.1290063,76.3861462
70567,Maharashtra Circle,Nagpur Region,Buldana Division,Sindi B.O,443202,BO,Delivery,BULDHANA,MAHARASHTRA,20.313308,76.37085
70568,Maharashtra Circle,Nagpur Region,Buldana Division,Korhala Bazar  B.O,443104,BO,Delivery,BULDHANA,MAHARASHTRA,20.609099,76.062354
70569,Maharashtra Circle,Nagpur Region,Buldana Division,Chikhali B.O,443112,BO,Delivery,BULDHANA,MAHARASHTRA,20.9328,76.18929
70570,Maharashtra Circle,Nagpur Region,Buldana Division,Harsoda B.O,443112,BO,Delivery,BULDHANA,MAHARASHTRA,20.889757,76.203744
70571,Maharashtra Circle,Nagpur Region,Buldana Division,Asalgaon B.O,443402,BO,Delivery,BULDHANA,MAHARASHTRA,20.5803,76.3154
70572,Maharashtra Circle,Nagpur Region,Buldana Division,Niwana B.O,443402,BO,Delivery,BULDHANA,MAHARASHTRA,20.5803,76.21545
70573,Maharashtra Circle,Nagpur Region,Buldana Division,Sungaon B.O,443402,BO,Delivery,BULDHANA,MAHARASHTRA,20.5801,76.2154
70574,Maharashtra Circle,Nagpur Region,Buldana Division,Wadshingi B.O,443402,BO,Delivery,BULDHANA,MAHARASHTRA,20.01618,76.18141
70575,Maharashtra Circle,Nagpur Region,Buldana Division,Awha Yunuspur B.O,443101,BO,Delivery,BULDHANA,MAHARASHTRA,20.88945,76.17962
70576,Maharashtra Circle,Nagpur Region,Buldana Division,Harankhed B.O,443101,BO,Delivery,BULDHANA,MAHARASHTRA,20.889759,76.203743
70577,Maharashtra Circle,Nagpur Region,Buldana Division,Jambhuldhaba B.O,443101,BO,Delivery,BULDHANA,MAHARASHTRA,20.88945,76.17962
70578,Maharashtra Circle,Nagpur Region,Buldana Division,Liha BK B.O,443101,BO,Delivery,BULDHANA,MAHARASHTRA,20.88245,76.17962
70579,Maharashtra Circle,Nagpur Region,Buldana Division,Talkhed B.O,443101,BO,Delivery,BULDHANA,MAHARASHTRA,20.67448,76.205924
70580,Maharashtra Circle,Nagpur Region,Buldana Division,Advihir B.O,443103,BO,Delivery,BULDHANA,MAHARASHTRA,20.68105,76.2053
70581,Maharashtra Circle,Nagpur Region,Buldana Division,Rajur B.O,443103,BO,Delivery,BULDHANA,MAHARASHTRA,20.674448,76.205926
70582,Maharashtra Circle,Nagpur Region,Buldana Division,Pimpalgaon Nath B.O,443103,BO,Delivery,BULDHANA,MAHARASHTRA,20.67448,76.205927
70583,Maharashtra Circle,Nagpur Region,Buldana Division,Bhota B.O,443404,BO,Delivery,BULDHANA,MAHARASHTRA,20.793704,76.695262
70584,Maharashtra Circle,Nagpur Region,Buldana Division,Nimgaon B.O,443404,BO,Delivery,BULDHANA,MAHARASHTRA,20.827417,76.469338
70585,Maharashtra Circle,Nagpur Region,Buldana Division,Kingaon Jattu B.O,443202,BO,Delivery,BULDHANA,MAHARASHTRA,20.21205,76.37087
70586,Maharashtra Circle,Nagpur Region,Buldana Division,Sawadad B.O,443202,BO,Delivery,BULDHANA,MAHARASHTRA,20.21208,76.37088
70587,Maharashtra Circle,Nagpur Region,Buldana Division,Wadgaon Mali B.O,443202,BO,Delivery,BULDHANA,MAHARASHTRA,20.21205,76.37085
70588,Maharashtra Circle,Nagpur Region,Buldana Division,Zotinga B.O,443202,BO,Delivery,BULDHANA,MAHARASHTRA,20.0664031,76.3593802
70589,Maharashtra Circle,Pune Region,Pune Moffusil Division,Kapurhol B.O,412205,BO,Delivery,PUNE,MAHARASHTRA,18.1601376,73.8475201
70590,Maharashtra Circle,Pune Region,Pune Moffusil Division,Kenjal B.O,412205,BO,Delivery,PUNE,MAHARASHTRA,18.1458259,73.8429787
70591,Maharashtra Circle,Aurangabad Region,Dhule Division,Deobhane B.O,424307,BO,Delivery,DHULE,MAHARASHTRA,21.02735,74.7732
70592,Maharashtra Circle,Aurangabad Region,Dhule Division,Dhanur B.O,424307,BO,Delivery,DHULE,MAHARASHTRA,21.02735,74.7732
70593,Maharashtra Circle,Aurangabad Region,Dhule Division,Lamkani B.O,424307,BO,Delivery,DHULE,MAHARASHTRA,21.02735,74.7732
70594,Maharashtra Circle,Aurangabad Region,Dhule Division,Lonkheda B.O,424307,BO,Delivery,DHULE,MAHARASHTRA,21.02735,74.7732
70595,Maharashtra Circle,Aurangabad Region,Dhule Division,Nandane B.O,424307,BO,Delivery,DHULE,MAHARASHTRA,21.02735,74.7732
70596,Maharashtra Circle,Aurangabad Region,Dhule Division,Chhail B.O,424310,BO,Delivery,DHULE,MAHARASHTRA,20.990676,74.312715
70599,Maharashtra Circle,Aurangabad Region,Dhule Division,Kharvad B.O,425442,BO,Delivery,NANDURBAR,MAHARASHTRA,21.3247,74.9834
70600,Maharashtra Circle,Aurangabad Region,Dhule Division,Lakhapur B.O,425442,BO,Delivery,NANDURBAR,MAHARASHTRA,21.56,74.2104
70601,Maharashtra Circle,Aurangabad Region,Dhule Division,Sonare Digar B.O,425417,BO,Delivery,NANDURBAR,MAHARASHTRA,21.15892,73.88265
70602,Maharashtra Circle,Aurangabad Region,Dhule Division,Chikhali B.O,425414,BO,Delivery,NANDURBAR,MAHARASHTRA,21.822895,74.216585
70603,Maharashtra Circle,Aurangabad Region,Dhule Division,Chulvad B.O,425414,BO,Delivery,NANDURBAR,MAHARASHTRA,21.85861,74.1747
70604,Maharashtra Circle,Aurangabad Region,Dhule Division,Kakarda B.O,425414,BO,Delivery,NANDURBAR,MAHARASHTRA,21.822894,74.216586
70605,Maharashtra Circle,Aurangabad Region,Dhule Division,Kharde KH B.O,425408,BO,Delivery,NANDURBAR,MAHARASHTRA,21.3002382,74.830234
70606,Maharashtra Circle,Aurangabad Region,Pharbhani Division,Gunda B.O,431705,BO,Delivery,HINGOLI,MAHARASHTRA,76.9931024,19.4126236
70607,Maharashtra Circle,Aurangabad Region,Pharbhani Division,Karanjala B.O,431705,BO,Delivery,HINGOLI,MAHARASHTRA,77.1074,19.54175
70608,Maharashtra Circle,Aurangabad Region,Pharbhani Division,Purjal B.O,431705,BO,Delivery,HINGOLI,MAHARASHTRA,77.0319724,19.4635858
70609,Maharashtra Circle,Aurangabad Region,Pharbhani Division,Sendursena B.O,431705,BO,Delivery,HINGOLI,MAHARASHTRA,77.1074,19.54175
70610,Maharashtra Circle,Aurangabad Region,Pharbhani Division,Hayatnagar B.O,431512,BO,Delivery,HINGOLI,MAHARASHTRA,77.132707,19.3256874
70611,Maharashtra Circle,Aurangabad Region,Pharbhani Division,Hatala B.O,431703,BO,Delivery,HINGOLI,MAHARASHTRA,76.9805016,19.9075886
70612,Maharashtra Circle,Aurangabad Region,Osmanabad Division,Wagholi B.O,413582,BO,Delivery,OSMANABAD,MAHARASHTRA,18.2279,76.0567
70649,Maharashtra Circle,Aurangabad Region,Pharbhani Division,Aral B.O,431512,BO,Delivery,HINGOLI,MAHARASHTRA,77.156786,19.3297449
70650,Maharashtra Circle,Aurangabad Region,Pharbhani Division,Chondi B.O,431512,BO,Delivery,HINGOLI,MAHARASHTRA,77.156784,19.3297469
70651,Maharashtra Circle,Aurangabad Region,Pharbhani Division,Kautha B.O BASMATH,431512,BO,Delivery,HINGOLI,MAHARASHTRA,77.156784,19.3297469
70652,Maharashtra Circle,Aurangabad Region,Pharbhani Division,Khandegaon B.O,431512,BO,Delivery,HINGOLI,MAHARASHTRA,77.15678,19.3297509
70653,Maharashtra Circle,Aurangabad Region,Pharbhani Division,Pardi BK B.O,431512,BO,Delivery,HINGOLI,MAHARASHTRA,77.17775,19.35222
70654,Maharashtra Circle,Aurangabad Region,Pharbhani Division,Palsi B.O,431703,BO,Delivery,HINGOLI,MAHARASHTRA,76.8865035,19.7929548
70655,Maharashtra Circle,Aurangabad Region,Pharbhani Division,Sawana B.O,431703,BO,Delivery,HINGOLI,MAHARASHTRA,76.8865025,19.7929558
